title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
location appartement 2 pièces - cocody riviera attoban,650000.0,"cocody, abidjan, côte d'ivoire",appartement,2,2,2024-06-21 15:49:51,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-cocody-riviera-attoban-4666394,"à louer  un appartement de 02 pièces situé à cocody riviera attoban au sein d’un quartier calme et paisible h24. descriptif  01 chambre autonome 01 salons  01 douche visiteur 01 cuisine  commodité : parking sous terrain, réservoir d’eau, piscine, salle de sport, groupe électrogène. louer : 650.000 f conditions : 02 mois de caution, 02 mois d’avance et 01 mois d’agence.",ci.coinafrique.com,2024-06-21,75.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody riviera 4,800000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:49:59,ngoran mario,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-4-4665301,loue:  cocody riviera 4. cité blanche.  au 3eme etages. un grand appartement d'un excellent standing. 4 pieces: 1 grand sejour. 3 chambres toutes autonomes. 1e salle d'eau visiteurs. un grand balcon qui fait le tour de l'appartement. de grand placards. un sevrice de securité. un parking souterrain. pieces spacieuses. toutes commodités.  prix du loyer: 800.000fcfa   conditions: 2.2.1 frais de visite: 5.000fcfa,ci.coinafrique.com,2024-06-21,150.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement  4 pièces - cocody riviera golf l,600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,2,2024-06-21 15:50:23,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-golf-l-4665873,*en location*   ☑️```un  appartement de standing 4 pièces spacieux à louer a la riviera golf les jardins. composé de : -3 chambres dont la principale autonomes avec placards -1grand séjour avec balcon -1cuisine moderne -1 sdb -1toilette visiteur -parking -acces bitumé ☑️loyer:600.000f visite possible sur rendez vous```,ci.coinafrique.com,2024-06-21,1.0,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - zone 4,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:51:09,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zone-4-4664869,abidjan zone 4 en bordure de voie. un jolie appartement de 3 pièces : - 1 salon lumineux avec son balcon. - 2 chambres lumineuses chacune avec sa salle d'eau interne. - 1 toilette visiteurs. - situé au premier étage avec ascenseur. - c' est un nouvel immeuble tout neuf. loyer: 1 million,ci.coinafrique.com,2024-06-21,150.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location studio - cocody riviera,450000.0,"cocody, abidjan, côte d'ivoire",studio,1,1,2024-06-21 15:51:34,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-riviera-4664856,location.   #sis: riviera triangle non loin du lycée français et américain  de la riviera3.   #chic_appart de 2pièces 2eme avec ascenseur.   - 01 séjour / salle à manger. - 01 chambre autonome. - 01 cuisine. - 01 grand balcon. - 01 parking interne.   - facile d’accès et sécurisé 24/24   #loyer: 450.000 fcfa,ci.coinafrique.com,2024-06-21,70.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
location appartement 3 pièces - cocody 2 plateaux 7eme tranche,370000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-21 15:51:51,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-2-plateaux-7eme-tranche-4664656,"en location*   ☑️```un appartement de standing 3 pièces à louer a cocody 2plateaux 7ème tranche,non loin de la cie. composé de: -2 chambres  autonomes avec placards -1 séjour avec coin à manger -1 cuisine moderne - chauffe eau - parking interne/externe - securite h24 - acces bitumé - toilette visiteur ☑️loyer:370m visite possible sur rendez-vous```",ci.coinafrique.com,2024-06-21,80.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement  4 pièces - riviera,1300000.0,"abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:52:00,el shaddai service immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-4670203,"un appartement de 4 pièces dont les chambres sont autonomes avec un wc visiteur , , une cour avant et arrière avec un jardin , cabine douche , placard, split très sécurisé situé à la riviera 4 loyer 1,3 millions",ci.coinafrique.com,2024-06-21,250.0,abidjan,abidjan,abidjan,,,1,1,1,1,0,0,4 pièces et plus,401000002,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location studio - cocody riviera palmeraie,300000.0,"cocody, abidjan, côte d'ivoire",studio,1,1,2024-06-21 15:52:08,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-riviera-palmeraie-4664649,en location*   ☑️```un appartement de standing 2 pièces spacieux à louer a la riviera palmeraie résidenciel. composé de: -1 chambres  autonomes avec placards -1 séjour avec coin à manger -1 cuisine moderne - chauffe eau/splits installé - parking interne/externe - securite h24 - acces bitumé - toilette visiteur - groupe électrogène - réservoir d'eau ☑️loyer:300m visite possible sur rendez-vous```,ci.coinafrique.com,2024-06-21,80.0,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,1 pièce,401000008,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 5 pièces - golf4 beverly hills,2500000.0,"cocody, abidjan, côte d'ivoire",appartement,5,5,2024-06-21 15:52:26,massa immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-golf4-beverly-hills-4663122,"location  apprts luxueux  riviera golf4   à louer à la riviera golf 4 beverly hills,  un appartement 4 pièces avec une dépendance.   3 chambres autonomes,  une dépendance, un grand séjour,  cuisine équipée,  ascenseur,  piscine,  2 places de parking...  loyer: 2,5 millions   visite sur rdv   massa immobilier",ci.coinafrique.com,2024-06-21,200.0,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - riviera 3,1300000.0,"cocody, abidjan, côte d'ivoire",appartement,4,,2024-06-21 15:52:35,ben,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-3-4664057,"riviera 3 appart moderne de 4 pièces disponible pour location à cocody riviera 3 au 1er étage d'un bel immeuble sécurisé.  séjour spacieux et lumineux avec salle à manger, 3 grandes chambres autonomes, cuisine moderne avec balcon, buanderie, salle d’eau visiteurs...  * balcons, * split, * chauffe-eau, * sécurité h24, * parking interne...",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement  4 pièces - riviera golf 4,1600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,,2024-06-21 15:52:43,ben,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-golf-4-4664051,"riviera 4  mise en location d'un superbe appartement de standing (4 pièces) à la riviera 4 disponible au 2ème étage d'un immeuble propre et calme dans une zone résidentielle et facilement accessible.  3 chambres autonomes, un grand salon/salle à manger, une magnifique cuisine avec meubles de rangement, une salle d'eau visiteurs, de grands placards, une buanderie, de grandes baies vitrées, une climatisation intégrale...  commodités bâtiment :  ascenseur, piscine, groupe électrogène, salle de sport, sécurité renforcée (vidéosurveillance, clôture électronique...) parking interne et externe...  ps : visite possible sur rdv",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - 2 plateau,350000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-21 15:52:52,sael immo,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-2-plateau-4665517,"location   appartements 03 pieces  au 02 plateaux duncan las palmas  dans une cité.  • 01 grand salon • 02 chambres • 01 cuisine • 02 salles d'eau • 02 balcons • accès facile  prix : 350 mille ,  loyer négociable",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location studio - cocody,1100000.0,"cocody, abidjan, côte d'ivoire",studio,1,2,2024-06-21 15:53:34,bassetiga fofana,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-4663356,offre de location   cocody | riviera beach laguna - bay   appartement f2 haut standing au rez-de-chaussée avec :  - 1 séjour en baie vitrée avec cuisine ouverte + buanderie  - ⁠1 chambre autonome  - ⁠1 petit jardin   loyer mensuel : 1.150.000 xof cfa  condition : 2 mois de caution + 2 mois d’avance + 1 mois d’honoraires.  -,ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody danga,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,4,3,2024-06-21 15:53:42,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-danga-4663293,"en location*   ☑️```un  appartement de standing 4 pièces spacieuses à louer a cocody danga,rue cannebiere. composé de : -03 chambre autonomes avec placard -01 séjour spacieux -01 cuisine moderne -01 toilette visiteur -01 buanderie -parking -piscine commune -résidence sécurisée -acces bitumé -splits installés -chauffe eau installé -ascenseur disponible ☑️loyer:1m visite possible sur rendez vous```",ci.coinafrique.com,2024-06-21,150.0,abidjan,abidjan,abidjan,cocody,danga,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 5 pièces - cocody riviera 4 m'badon,1400000.0,"cocody, abidjan, côte d'ivoire",appartement,5,4,2024-06-21 15:53:59,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-cocody-riviera-4-mbadon-4662996,location:   #sis: riviera 4 non loin de l'ambassade de chine.  #chic_appart de 4pieces.  - 01 grand salon lumineux / salle à manger.  - 03 chambres autonomes. - 01 chic cuisine moderne. - 01 toilette visiteur. - 01 chic balcon. - 01 terrasse.  - 01 piscine. - 01 ascenseur.  - 01 salle de sport. - 01 groupe électrogène. - 01 parking.    - facile d’accès et sécurisé 24/24.  #loyer : 1.400.000 fcfa,ci.coinafrique.com,2024-06-21,250.0,abidjan,abidjan,abidjan,cocody,ambassade,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
location appartement 3 pièces - cocody riviera palmeraie,700000.0,"cocody, abidjan, côte d'ivoire",appartement,3,,2024-06-21 15:54:08,yass immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-palmeraie-4684099,"cherchez-vous un appartement de standing a cocody, riviera palmeraie résidentiel? ] yass immobilier vous propose de magnifiques appartements de 03 pièces en location dans un bel immeuble de standing du 1er au 4ièm étage. ces appartements comprennent chacun: - un grand séjour avec balcon - deux chambres autonomes  - une toilette visiteur  - un chauffe eau  - une buanderie  - une cuisine aménagée. les points forts de ce bien: - éclairé et aéré - splits installés  - ascenseur  - proches des transports  - service d'entretien  - service de sécurité 24/24 - bâtiment sous vidéo surveillance  - parking intérieur",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - cocody,700000.0,"cocody, abidjan, côte d'ivoire",appartement,3,,2024-06-21 15:54:16,yass immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-4684085,vous recherchez une maison a cocody riviera palmeraie?]  yass immobilier vous propose de magnifiques appartements de 03 pièces en location dans un bel immeuble de standing du 2èm au 5ièm étage.   loyer: 700 000 f cfa /mois   ces appartements comprennent chacun:  - un grand séjour avec balcon - deux chambres autonomes  - une toilette visiteur  - un chauffe eau  - une buanderie  - une cuisine avec des rangements.   les points forts de ce bien:  - éclairé et aéré - split installés  - interphone  - ascenseur  - proches des transports   - service d'entretien  - bâtiment sous vidéo surveillance  - service de sécurité 24/24 - parking intérieur,ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - cocody riviera palmeraie résidentiel,800000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:54:26,yass immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-palmeraie-residentiel-4684079,"recherchez-vous un appartement a louer a  cocody, riviera palmeraie résidentiel  yass immobilier vous propose d'un magnifique appartement de 04 pièces au rez-de-chaussée d'un bel immeuble de standing. descriptif : - un grand salon doté de split  - une salle à manger dotée de split  - trois chambres autonomes dotées de split  - une terrasse  - une grande cour arrière  - une toilette visiteur  - un chauffe eau  - une buanderie  - une cuisine aménagée. les points forts de ce bien : - eclairé et aéré - ascenseur  - service d'entretien  - service de sécurité 24/24 - parking intérieur",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement  4 pièces - cocody danga,1200000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:54:59,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-danga-4662813,"disponible immédiatement à cocody danga,  rue du lycée technique  à 5 minutes du plateau ,le quartier des affaires,  des appartements spacieux de 3 pièces et 4pieces au 1etage et 3em étage   .loyer :  3 pièces = 850.000fr.       4pieces =1.200.000fr  nb charges communes et l'eau comprises dans le loyer.",ci.coinafrique.com,2024-06-21,100.0,abidjan,abidjan,abidjan,cocody,danga,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
location appartement 5 pièces - marcory zone 4,2000000.0,"marcory, abidjan, côte d'ivoire",appartement,5,5,2024-06-21 15:55:08,massa immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-marcory-zone-4-4661648,"location  marcory zone 4 à louer à marcory zone4 à la rue paul langevin,  des appartements neufs épurés de 5 pièces avec toutes les commodités requises... superficie: 350 m² / appartement  loyer: 2 millions  visite sur rdv  massa immobilier",ci.coinafrique.com,2024-06-21,350.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
location appartement 4 pièces - golf 1,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,4,3,2024-06-21 15:55:42,massa immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-golf-1-4662201,"location apparts  golf1 à louer,  appartement 3 pièces de bon standing au golf1 non loin de life tv. 03 chambres dont la principale autonomes,  toilette visiteurs,  parking interne,  jardin, splits et chauffe-eau,  grand séjour... loyer: 1 million visite sur rdv  massa immobilier",ci.coinafrique.com,2024-06-21,160.0,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody angré,290000.0,"adjamé, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:57:12,koudou blé anderson,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-angre-4661132,"a louer cocody angre chu zone pharmacie val-d'oise un appartement de 3pieces avec 3dwc, 2balcons, les spits et chauffe eau installée au 2e étage  loyer 290milles x 5mois  visite possible maintenant 5000f",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,marcory,zone 3,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody riviera attoban,400000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:57:20,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-attoban-4662252,un bon appartement de 3 pièces au  2e étage avec 2 terrasses ( avant et arrière) un jardin  la chambre principale autonome  une piscine split déjà installé  chauffe eau installé  un parking interne  service de sécurité 24h/24  loyer ...... 400.000f,ci.coinafrique.com,2024-06-21,85.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3pièces - angré chu,350000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:57:28,homan kobenan,https://ci.coinafrique.com/annonce/appartements/location-appartement-3pieces-angre-chu-4662208,"3 pièces disponible à angré chu haut standing: • accès très facile, • zone entièrement bitumée • avec tous les accessoires installés (  chauffe eau,...) • parking interne  • 1er étage  • société de gardiennage loyer : 350.000 fr visite sur rdv avec les honoraires 5000frcs.",ci.coinafrique.com,2024-06-21,200.0,abidjan,abidjan,abidjan,marcory,zone 3,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - plateau,700000.0,"le plateau, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:57:54,sas empire,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-plateau-4661586,location  plateau au coeur d abidjan  bceao en face de la pyramide   un appartement de 4 pièces 3 chambres 1 chambre principale autonome avec dressing 1 salle d'eau 1 wc pour les 2 chambres 1 séjour lumineux 1 salle à manger 1 baie vitrée  cuisine buanderie  1parking privé 1terrain de football 1jardin   au 4 ème étage  nb ascenseur ne marche pas   loyer mensuel 700.000 fcfa non négociable conditions 5 mois,ci.coinafrique.com,2024-06-21,1.0,abidjan,abidjan,abidjan,le plateau,,1,1,1,1,0,0,4 pièces et plus,401000002,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - rivièra 3,800000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:58:02,ngoran mario,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-3-4660454,location d'un appartement de 4 pièces haut-standings au 1er étage à la rivièra 3 dans un secteur class et très calme. loyer mensuel 800.000fr non négociable. conditions 2 mois de cautions 5 mois : 2 mois d'avance et 1 mois d'honoraire d'agence. visite possible maintenant avec les frais de visite 5.000fr,ci.coinafrique.com,2024-06-21,150.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody riviera 4,500000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:58:11,ngoran mario,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-4-4659958,bel appartement 3 pièces 2e étage à louer  cocody riviera 4 /  m'badon résidentiel  nous mettons à disposition pour la location bel appartement 3 pièces dans un bel immeuble en bordure de voie avec un accès facile au 2e étage 2 chambres 1 séjour +balcon parking interne splits et chauffe eau installer service de sécurité loyer mensuel 500 mille,ci.coinafrique.com,2024-06-21,120.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 5 pièces - rivièra golf,1200000.0,"cocody, abidjan, côte d'ivoire",appartement,5,5,2024-06-21 15:58:30,sas empire,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-riviera-golf-4678331,"riviera golf beach  grand appartement haut standing de 5 pièces à cocody riviera golf beach, à proximité du nouveau siège d’orange et à 5mm du pont hkb.  ⚠️depart/disponible fin avril ⚠️visite et réservation déjà possible   #5mm max des écoles françaises et américaines   l' appartement est composé de:  - 03 chambres (autonomes et placardées) - 01 grand salon/salle à manger - 01 cuisine placardée - 01 boyerie  - 04 douches+wc visiteur  - des balcons - une buanderie - de grand placards - bien staffé  - des staff luminaries  - des baies vitrées  - installations splits  - installation chauffe eau - un parking interne - des camera de surve",ci.coinafrique.com,2024-06-21,1.0,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
location appartement 3 pièces - palmeraie residentiel,500000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:58:47,bah gbonhia guillaume,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-palmeraie-residentiel-4661065,"nous vous  proposons un somptueux appartement de 3 pièces avec  splits  , chauffe-eau,  groupe électrogène le client  ne paye pas l'eau,  tanks réserve d'eau  1 sejour  spacieux & lumineux  1 salle  d'eau visiteurs  2 chambres autonomes  1 cuisine spacieuse  1 buanderie  1 parking intérieur  barbelés électriques  sécurité g4s  loyer : 500.000",ci.coinafrique.com,2024-06-21,192.0,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
location appartement duplex 5 pièces avec piscine - cocody,3000000.0,"cocody, abidjan, côte d'ivoire",duplex,5,5,2024-06-21 15:59:22,massa immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-duplex-5-pieces-avec-piscine-cocody-4659588,"cocody ambassade  mise en location d'un appartement duplex (style villa duplex) à cocody ambassade dans une concession sécurisée. appartement 4 pièces composé de : - 3 chambres autonomes, - un séjour marbré, - une belle terrasse, - une dépendance, - une magnifique cuisine, - belles salles d'eau, - une piscine privative, - un petit jardin.  loyer : 3 millions (charges incluses)  visite sur rdv ferme   massa immobilier",ci.coinafrique.com,2024-06-21,200.0,abidjan,abidjan,abidjan,cocody,ambassade,1,1,1,1,0,1,4 pièces et plus,401000006,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
location appartement 3 pièces - 2 plateaux les perles,425000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:59:46,sas empire,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-2-plateaux-les-perles-4679332,"location apparts 2 plateaux les perles à louer,  des appartements neufs 3 pièces de bon standing aux 2plateaux les perles.  02 chambres autonomes, 02 balcons, 01 séjours lumineux, parking sous-terrain,  splits et chauffe-eau,  ascenseur... loyer: 425 milles  visite sur rdv",ci.coinafrique.com,2024-06-21,1.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
