title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
location appartement 5 pièces - marcory zone 4,2000000.0,"marcory, abidjan, côte d'ivoire",appartement,5,4,2024-06-05 09:23:49,gedeon chrison,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-marcory-zone-4-4738661,"appartements de 5 pièces en location dans un immeuble neuf en zone 4.  chaque appartement est composé de 4 chambres autonomes, un grand séjour, une grande cuisine , un balcon . superficie : 350 m2 l’immeuble a un ascenseur, un parking interne , des réserves d’eau , un groupe électrogène. loyer: 2 millions",ci.coinafrique.com,2024-06-05,350.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody riviera m’badon,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:24:17,maxime shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-mbadon-4735311,"e.m. group by mr elloh ♤♤♤  loue: cocody riviera 4 m'badon.  au 2iem étages. un bel appartement de standing. 4 pieces: 1 sejours/salle a manger 3 chambres,toutes autonomes. 1e salle d'eaux visiteurs. une belle cuisine equipé. 1 ascenseur. 1e piscine. 1 salle de sport. 1 parking interne et externe. chauffe-eaux et splits. 1 groupe eletrogene. 1e salle d'acceuil. service de securité h24. pieces spacieuses. toutes commodités.  #nb: louer sans les meubles.  prix du loyer:  1.200.000fcfa prix fixe : 1million",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody riviera m’badon,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:24:29,maxime shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-mbadon-4735307,"loue: cocody riviera 4 m'badon.  au 2iem étages. un bel appartement de standing. 4 pieces: 1 sejours/salle a manger 3 chambres,toutes autonomes. 1e salle d'eaux visiteurs. une belle cuisine equipé. 1 ascenseur. 1e piscine. 1 salle de sport. 1 parking interne et externe. chauffe-eaux et splits. 1 groupe eletrogene. 1e salle d'acceuil. service de securité h24. pieces spacieuses. toutes commodités.  #nb: louer sans les meubles.  prix du loyer:  1.200.000fcfa négociable  prix fixe : 1million",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 2 pièces - cocody riviera m'badon,200000.0,"cocody, abidjan, côte d'ivoire",appartement,2,1,2024-06-05 09:24:43,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-cocody-riviera-mbadon-4765350,en location*   ☑️```un  appartement de standing 2pieces pièces à louer a louer à la riviera m'badon composé de : -01 chambre autonomes avec placard -01 séjour -01 cuisine -01 toilette visiteur -parking -résidence sécurisée ☑️loyer:200k visite possible sur rendez vous```,ci.coinafrique.com,2024-06-05,80.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - riviera 4,600000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:25:00,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-4-4779811,bel appartement 3 pièces à louer  cocody riviera 4 / ambassade de chine  très bel appartement 3 pièces disponibles pour la location  2 chambres autonomes  1 séjour lumineux  salle d'eau visiteur  grande cuisine  loyer mensuel 600 mille.,ci.coinafrique.com,2024-06-05,180.0,abidjan,abidjan,abidjan,cocody,ambassade,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
location appartement 3 pièces - 2 plateaux las palmas,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:26:55,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-2-plateaux-las-palmas-4759147,"deux plateaux_las palmas   location meublée,  d’un appartement f3 dans un immeuble avec ascenseur, parking souterrain sécurisé h24.  composé de : • un séjour spacieux et lumineux avec des baies vitrées, • ⁠un grand balcon bien aménagé, • ⁠01 grande cuisine équipée, • ⁠des toilettes visiteurs, • ⁠01 très grand dressing, • ⁠02 chambres autonomes.  loyers,  1 000 000 fcfa hors charges  tra",ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,cocody,deux plateaux,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 5 pièces - cocody riviera faya jules vernes,500000.0,"cocody, abidjan, côte d'ivoire",appartement,5,5,2024-06-05 09:27:24,ngoran mario,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-cocody-riviera-faya-jules-vernes-4752167,cocody riviera faya jules vernes   location d'un appartement de 5 pieces hautonomes au rez-de-chaussée avec cour avant et cour arrière  un grand salon et une grande cuisine   loyer : 500 mille   visite possible,ci.coinafrique.com,2024-06-05,200.0,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody 2 plateau las palmas,500000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:27:38,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-2-plateau-las-palmas-4771076,sis: 2plateaux laspalmas  chic_appart 03pieces au 4eme.   - 01 salon et une salle à manger.  - 02 chambres autonomes. - 01 toilette visiteur.  - 01 balcon.  - 01 piscine. - 01 cuisine. - 01 chauffe eau. - 01 ascenseur.  - 01 parking.   *accessible.   #loyer : 500.000 fcfa.,ci.coinafrique.com,2024-06-05,85.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody riviera triangle,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:27:53,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-triangle-4755237,"sis: riviera triangle non loin du lycée français et américain de la 3.   04pièces.  - 01 grand salon / salle à manger. -  03 chambres autonomes. - 01 chic cuisine moderne. - 01 toilette visiteur. - 01 grand balcon. - 01 parking interne.   -aéré ✅ -sécurité ✅ -service de ménage outside✅  *un chic immeuble sécurisé, à proximité des supermarchés et pharmacies. - facile d’accès et sécurisé 24/24  #loyer:   #04pieces : 1.000.000 fcfa.",ci.coinafrique.com,2024-06-05,207.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
location appartement 4 pièces - cocody,1500000.0,"cocody, abidjan, côte d'ivoire",appartement,4,3,2024-06-05 09:28:21,general immobilier & construct,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-4777661,"location d'un appartement f4 au rez-de-chaussée dans un immeuble haut standing à cocody riviera 3 cap nord, dans une citée à 5mm du centre commercial cap nord  sans les meubles l'appartement est composé de :  - une piscine grand public - un ascenceur  - 03 chambres (autonomes et placardées) - 01 salon+salle à manger - 01 cuisine placardée et équipée  - des balcons - des baies vitrées - installation splits  - installation chauffe eau - une buanderie  - un wc visiteur  - un parking interne  - service sécurité h24.. loyer : 1,500,000 xof",ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - riviera golf 4 cité blanche,600000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:28:46,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-golf-4-cite-blanche-4777653,"riviera golf4/citee balnche  nous mettons en location un magnifique et somptueux appartment de type 3 pieces disponible à la riviera golf4 dans la citée blanche . a 5 mm de l’école jacques prevert . le bien se présente comme suit :  # un séjour lumineux avec une salle à manger  # 2 chambres autonomes avec douche wc visiteur  # une belle cuisine moderne  # une buanderie  # un parking  # un balcon  # accessible  # sécurité 24h/24 le bien est disponible au prix de : 600.000 fcfa... vidéo surveillance,  parking interne , sécurité 24h/24h le bien est disponible au prix de : 600.000 fcfa... ref : imob kd",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
location appartement 3 pièces - riviera 4 ambassade chine,500000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:29:01,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-4-ambassade-chine-4777639,"riviera 4 ambassade chine nous mettons en location un magnifique et somptueux appartement moderne  de type 3 pieces disponible à la riviera4 , zone ambassade de chine . 1er étage  accès non bitumée mais accessible  comprend : # 2 chambres autonomes  # 1 wc visiteur  # 1 grand salon # 1 balcon # 1 cuisine équipée # 1 buanderie # 1 climatiseur installer dans les chambres  # 1 parking interne # sécurisé h24 le bien est disponible au prix de : 500.000 fcfa... ref : imob kd",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,ambassade,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
location appartement haut standing 4 pièces - 2 plateaux vallon,1900000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:30:04,lezou tapregbala,https://ci.coinafrique.com/annonce/appartements/location-appartement-haut-standing-4-pieces-2-plateaux-vallon-4777601,"location  vallon  2 plateaux vallon  à louer : appartement de 04 pièces - ii plateaux, vallon  appartement t4 avec des prestations haute de gamme, de grandes pièces et lumineuses  - 01 grand séjour  - 03 chambres spacieuses avec dressing - 01 cuisine équipée - 01 toilette visiteur  - 01 buanderie  commodités : - splits et chauffe-eau installés - ﻿jardin  - ﻿﻿piscine - ﻿﻿parking  - machine à linge + machine à sécher nb: facture d'eau et gaz compris dans le loyer  loyer 1.9 millions",ci.coinafrique.com,2024-06-05,200.0,abidjan,abidjan,abidjan,cocody,vallon,1,1,1,1,0,1,4 pièces et plus,401000002,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement - bietry,1200000.0,"marcory, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:30:28,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-appartement-bietry-4749414,bietry rue du canal appartement de standing avec toutes les commodités des chambres autonomes avec placards  un ascenseur dans l'immeuble un service de sécurité un parking interne nb appart bien lumineux un grand balcon nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-05,200.0,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - cocody riviera 3,1500000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:30:55,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-3-4777582,"location d'un appartement de 4 pièces haut standing à cocody riviera 3 cap nord, dans une citée à 5mm du centre commercial cap nord . louer vide sans les meubles  visite possible sur rdv ! l'appartement est composé de :  - une piscine grand public - un ascenceur  - 03 chambres (autonomes et placardées) - 01 salon+salle à manger - 01 cuisine placardée et équipée  - des balcons - des baies vitrées - installation splits  - installation chauffe eau - une buanderie  - un wc visiteur  - un parking interne  loyer: 1.5 millions . rez de chaussée. habité possibilité de visiter et payer sera habitable début juillet",ci.coinafrique.com,2024-06-05,115.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement - zone 4,1000000.0,"marcory, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:31:07,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-appartement-zone-4-4749397,zone4 appart de standing avec toutes les commodités un ascenseur un parking souterrain des chambres avec placards un service de sécurité nb chambres autonomes et wc visiteur un grand balcon   nb appart bien lumineux  nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-05,200.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 - 4 pièces - riviera 4,1600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:31:20,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-4-pieces-riviera-4-4749311,location riviera4 m’badon/ clinique procréa   appartement moderne tous  type 3 4pieces disponible à la riviera4 m’badon dans la zone de la clinique procréa.  comprend : -chambres (autonomes et placardées) {dont la principale avec cabine-douche} -salon/salle à manger -cuisine placardée   -douches+wc visiteur  -balcons -buanderie -grand placards -bien staffé  -staff luminaries  -baies vitrées  -piscine  -ascenceur  -salle de sport  -installations splits  -installation chauffe eau -parking interne/externe  -supresseur eau -groupe électrogène  -sécurité h24...etc  accès facile (bitumé)  loyer: -1.3millions (3pieces) -1.6millions (4pi,ci.coinafrique.com,2024-06-05,160.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
location appartement 3 pièces - cocody 9 eme tranche,400000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:31:46,kouame samuel,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-9-eme-tranche-4755163,location  appartement 3 pièces en location situer à angre 9 eme tranche non loin de la cité star 14   commodité  accès facile  balcon dans toute les pièces  chambre autonome  service de sécurité  camera de surveillance  split deja installer  loyer 400.000 négociable  380.000,ci.coinafrique.com,2024-06-05,120.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces cocody riviera faya,500000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:32:01,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-faya-4779636,a louer des appartements 4 pièces nouvelles constructions  1- toute les chambres sont autonome et placards - la principales ya dressing  1- grand salon avec balcon  1 - climatiseurs dans tous les pièces  1 - chauffes eau installée  1 - parking internet  1 - ascenseur  loyer 500.mille pour les 4 pièces  8 - 4 pièces du 2-3-4-5 étage  situé à cocody riviéra faya julle verne dans le quartier bien placé  nb. c'est à partir du 1er août on donne les clés  mais vous pouvez visiter et payer pour réserver appartements de joie et la paix,ci.coinafrique.com,2024-06-05,107.0,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,4 pièces et plus,401000002,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - riviera bomuine,700000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:32:12,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-bomuine-4758974,abidjan cocody riviera 9 kilo en location sur ce bâtiment.. je dispose *12 appartements de 3 pièces* avec toutes les commodités :   >bail vitrés et balcon >chauf eau déjà installé >splits déjà installé  >parking interne souterrain et externe  *>ascenseur* pour les montés  >groupe électrogène secours  >des supressaires secours en qu'a de baisse de tension  loyer mensuel : *700.000 f.cfa* .,ci.coinafrique.com,2024-06-05,160.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - riviera4 m'badon,1600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:32:26,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera4-mbadon-4749299,"location  apparts mbadon   à louer, un appartement haut standing de 4 pièces avec une piscine et salle de sport. il est composé de  03 chambres autonomes,  01 séjour spacieux,  parking sous-terrain,  piscine commune,  jardin, ascenseur,  groupe électrogène,  des portes blindées,  cusine entièrement équipée...  loyer: 1,6 millions   visite sur rdv",ci.coinafrique.com,2024-06-05,180.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement - bietry,1300000.0,"marcory, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:32:38,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-appartement-bietry-4749384,bietry appart de standing avec toutes les commodités des chambres autonomes et spacieuses nb appart bien lumineux des chambres avec placards un ascenseur un parking un service de sécurité une salle de sport des splits déjà installés nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-05,115.0,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement - bietry,1300000.0,"marcory, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:33:02,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-appartement-bietry-4749376,bietry appartement de haut standing dans un nouvel immeuble avec toutes les commodités un ascenseur  parking interne des chambres autonomes nb appart avec des splits une salle de sport  un service se sécurité nb appart bien lumineux. nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-05,115.0,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement duplex 6 pièces - cocody,1700000.0,"cocody, abidjan, côte d'ivoire",duplex,6,4,2024-06-05 09:33:14,xaviero immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-duplex-6-pieces-cocody-4749287,"#location_des_apparts_luxueux_ #cocody_les_2plateauxvallon les appartements #luxueux de types #04pieces et deux #penthouses de 06pieces sont mis en location dans un bel immeuble situé à abidjan, cocody les  #llplateaux_vallon, près de la rue des jardins avec ascenseur, groupe électrogène, parking souterrain et toutes les commodités requises.  loyers mensuels: *04pièces 1.700.000 xof *penthouse 3.000.000 xof",ci.coinafrique.com,2024-06-05,1.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000006,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - riviera attoban,1400000.0,"cocody, abidjan, côte d'ivoire",duplex,4,4,2024-06-05 09:33:26,maxime shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-attoban-4729272,"riviera - attoban cité bad.  location d'un appartement duplex a la riviera attoban   d'un appartement f4 dans une résidence haut standing avec piscine commune, salle de sport commun, parking souterrain, caméra de surveillance et sécurisé h24.  composé de : - 01 séjour spacieux et lumineux avec des baies vitrées, - 01 cuisine équipée, - 01 buanderie - 03 chambres autonome dont la principale spacieuse avec dressing, - des toilettes visiteurs, - des balcons.  loyer mensuel : 1,4 millions fixe",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000006,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - riviera 4,1200000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:34:07,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-4-4745575,"location  appartements  4 pièces #riviera m'badon  - 1 séjours / salle à manger - 3 chambres  autonomes - 1 cuisine  - 1 toilette visiteurs  le tout dans un immeuble comprenant : - une piscine  - un parking  interne - gardiennage 24h/24  conditions de location : 2 mois de cautions, 2 mois de loyer, 1 mois d'honoraires d'agence  #loyer:  1.200.000",ci.coinafrique.com,2024-06-05,180.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - riviera m'badon,920000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:34:33,maxime shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-mbadon-4729255,offre de location  lieu : riviera - m'badon   1 appartement de type f3 (2 chambres + un séjour) de haut standing dans un immeuble r+4 neuf avec ascenseur.  ✔️ 02 chambres autonomes avec dressing pour la principale ✔️ salon/salle à manger lumineux avec baie vitrée ✔️ 1 cuisine moderne + buanderie ✔️ toilettes invités ▪️ balcons ▪️ splits et chauffe-eau installés ▪️parking intérieur et extérieur ▪️ générateur   loyer pour f3 : 920 000 fcfa,ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody rivera bonoumin,300000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:43:35,komoe jean,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-rivera-bonoumin-4779598,"l'équilibre des offres entre demandeurs et spécialiste est une marque qui distingue le manager komoe jean.  c'est dans cet élan de révélation, qu'il propose cet appartement aux désireux demandeurs.  3 pièces  - au 2 ème étage  - 2 chambres entièrement individuelles dotées de placards.  +1 wc visiteurs  - séjour éclairé  - 3 balcons  - 1 grande cuisine aérée  - 1 buanderie  - 1 chauffe eau installé  - salles d'eau aérées  - entièrement staffé  - baies vitrées installées  - avec un parking intérieur destiné aux stationnement des véhicules.  - les commodités nécessaires réunies  cocody - a la rivera bonoumin  nb: sécurité  garantie 24h/ 24",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - cocody centre,1800000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 09:45:25,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-centre-4745562,"à louer   à cocody danga-corniche,  un appartement de 150m2 comprenant 03 pièces avec vue sur la baie de cocody.  il dispose de 02 chambres autonomes, un séjour/salle à manger, une cuisine, un wc visiteur, une buanderie et un balcon avec vue sur la lagune.  les espaces communs comprennent un accès sécurisé, un parking intérieur, une piscine, un pool house, des espaces verts, une conciergerie et un ascenseur.  le loyer mensuel est de 1 800 000 fcfa, charges locatives incluses. pour plus d'informations,  nb: situé a 5min du plateau",ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,cocody,danga,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 2 pièces - angré nouveau chu,200000.0,"cocody, abidjan, côte d'ivoire",appartement,2,1,2024-06-05 10:25:39,xaviero immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-angre-nouveau-chu-4749246,appart de type 02 pieces situé à cocody angré nouveau chu au 1er étage.  -grande chambre placardée -toilette - cuisine moderne  -chauffe eau installé  -large balcon  -salon lumineux  -loyer mensuel 200.000frs -conditions 2-2-1. -contacts :,ci.coinafrique.com,2024-06-05,1.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
